"File","Line","Kind","Name","Value","Text"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","16","FieldOrLocalAssignment","equipped_hediff","null","public HediffDef equipped_hediff = null;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","18","FieldOrLocalAssignment","gives_bound_moodlet","false","public bool gives_bound_moodlet = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","20","FieldOrLocalAssignment","gives_gagged_moodlet","false","public bool gives_gagged_moodlet = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","22","FieldOrLocalAssignment","blocks_hands","false","public bool blocks_hands = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","23","FieldOrLocalAssignment","blocks_oral","false","public bool blocks_oral = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","24","FieldOrLocalAssignment","blocks_penis","false","public bool blocks_penis = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","25","FieldOrLocalAssignment","blocks_vagina","false","public bool blocks_vagina = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","26","FieldOrLocalAssignment","blocks_anus","false","public bool blocks_anus = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","27","FieldOrLocalAssignment","blocks_breasts","false","public bool blocks_breasts = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","30","FieldOrLocalAssignment","unlockTick","100","public int unlockTick = 100;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","30","NumericLiteral","","100","public int unlockTick = 100;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","32","FieldOrLocalAssignment","needkeynumber","2","public int needkeynumber = 2;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","32","NumericLiteral","","2","public int needkeynumber = 2;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","34","FieldOrLocalAssignment","keytype","null","public ThingDef keytype = null;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","50","FieldOrLocalAssignment","isLocked","true","public bool isLocked = true;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","52","FieldOrLocalAssignment","SlaveDef","> this.def as SlaveApparelDef","public SlaveApparelDef SlaveDef => this.def as SlaveApparelDef;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","71","FieldOrLocalAssignment","slaveDef","this.def as SlaveApparelDef","var slaveDef = this.def as SlaveApparelDef;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","87","ScribeDefault","isLocked","false","Scribe_Values.Look(ref isLocked, ""isLocked"", false);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","93","FieldOrLocalAssignment","def","this.def as SlaveApparelDef","var def = this.def as SlaveApparelDef;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","101","FieldOrLocalAssignment","bodyParts","pawn.RaceProps.body.AllParts.FindAll(part => part.def == partDef)","List<BodyPartRecord> bodyParts = pawn.RaceProps.body.AllParts.FindAll(part => part.def == partDef);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","118","FieldOrLocalAssignment","def","this.def as SlaveApparelDef","var def = this.def as SlaveApparelDef;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","140","FieldOrLocalAssignment","stuff","this.Stuff ?? GenStuff.DefaultStuffFor(nextDef)","ThingDef stuff = this.Stuff ?? GenStuff.DefaultStuffFor(nextDef);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","141","FieldOrLocalAssignment","nextApparel","(Apparel)ThingMaker.MakeThing(nextDef, stuff)","Apparel nextApparel = (Apparel)ThingMaker.MakeThing(nextDef, stuff);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","157","NumericLiteral","","0","lockCount = 0;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","159","MessageOrLog","","","Messages.Message($""已开发者解锁：{Wearer.LabelShortCap} 的 {LabelCap}"", Wearer, MessageTypeDefOf.PositiveEvent);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","167","FieldOrLocalAssignment","isCracked","false","private bool isCracked = false;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","180","TranslateKey","","MooGirl.SlaveApparelCracked","Messages.Message($""{this.Wearer.LabelShortCap} {""MooGirl.SlaveApparelCracked"".Translate()}"", this.Wearer, MessageTypeDefOf.PositiveEvent);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","180","MessageOrLog","","","Messages.Message($""{this.Wearer.LabelShortCap} {""MooGirl.SlaveApparelCracked"".Translate()}"", this.Wearer, MessageTypeDefOf.PositiveEvent);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","189","ScribeDefault","isCracked","false","Scribe_Values.Look(ref isCracked, ""isCracked"", false);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","197","FieldOrLocalAssignment","label","base.LabelNoCount","string label = base.LabelNoCount;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","198","TranslateKey","","MooGirl.Cracked","label += IsCracked() ? $""（{""MooGirl.Cracked"".Translate()}）"" : $""（{""MooGirl.Uncracked"".Translate()}）"";"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","198","TranslateKey","","MooGirl.Uncracked","label += IsCracked() ? $""（{""MooGirl.Cracked"".Translate()}）"" : $""（{""MooGirl.Uncracked"".Translate()}）"";"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","210","TranslateKey","","MooGirl.CrackStatus","""MooGirl.CrackStatus"".Translate(),"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","211","TranslateKey","","MooGirl.Cracked","IsCracked() ? ""MooGirl.Cracked"".Translate() : ""MooGirl.Uncracked"".Translate(),"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","211","TranslateKey","","MooGirl.Uncracked","IsCracked() ? ""MooGirl.Cracked"".Translate() : ""MooGirl.Uncracked"".Translate(),"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","212","TranslateKey","","MooGirl.CrackStatusDesc","""MooGirl.CrackStatusDesc"".Translate(),"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","213","NumericLiteral","","999","999);"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","219","FieldOrLocalAssignment","def","this.def as SlaveApparelDef","var def = this.def as SlaveApparelDef;"
"1.6\Source\WRace\bondageclothes束具的编程\奴隶服装的自定义属性类SlaveApperalDef.cs","227","FieldOrLocalAssignment","bodyParts","pawn.RaceProps.body.AllParts.FindAll(part => part.def == partDef)","List<BodyPartRecord> bodyParts = pawn.RaceProps.body.AllParts.FindAll(part => part.def == partDef);"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","12","FieldOrLocalAssignment","adultOnly","true","public bool adultOnly = true;"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","74","FieldOrLocalAssignment","AdultContentEnabled","> MooGirlMod.settings?.enableAdultContent ?? false","public static bool AdultContentEnabled => MooGirlMod.settings?.enableAdultContent ?? false;"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","83","FieldOrLocalAssignment","extension","def.GetModExtension<AdultContentExtension>()","AdultContentExtension extension = def.GetModExtension<AdultContentExtension>();"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","117","FieldOrLocalAssignment","maps","Current.Game.Maps","List<Map> maps = Current.Game.Maps;"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","118","NumericLiteral","","0","for (int i = 0; i < maps.Count; i++)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","120","FieldOrLocalAssignment","map","maps[i]","Map map = maps[i];"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","121","FieldOrLocalAssignment","things","map.listerThings.AllThings.ToList()","List<Thing> things = map.listerThings.AllThings.ToList();"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","122","NumericLiteral","","1","for (int j = things.Count - 1; j >= 0; j--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","122","NumericLiteral","","0","for (int j = things.Count - 1; j >= 0; j--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","124","FieldOrLocalAssignment","thing","things[j]","Thing thing = things[j];"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","136","FieldOrLocalAssignment","pawns","map.mapPawns.AllPawnsSpawned.ToList()","List<Pawn> pawns = map.mapPawns.AllPawnsSpawned.ToList();"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","137","NumericLiteral","","0","for (int k = 0; k < pawns.Count; k++)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","142","NumericLiteral","","1","for (int s = map.passingShipManager.passingShips.Count - 1; s >= 0; s--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","142","NumericLiteral","","0","for (int s = map.passingShipManager.passingShips.Count - 1; s >= 0; s--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","154","FieldOrLocalAssignment","caravans","Find.WorldObjects.Caravans","List<Caravan> caravans = Find.WorldObjects.Caravans;"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","155","NumericLiteral","","0","for (int i = 0; i < caravans.Count; i++)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","157","FieldOrLocalAssignment","caravan","caravans[i]","Caravan caravan = caravans[i];"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","158","FieldOrLocalAssignment","pawns","caravan.PawnsListForReading.ToList()","List<Pawn> pawns = caravan.PawnsListForReading.ToList();"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","159","NumericLiteral","","0","for (int j = 0; j < pawns.Count; j++)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","168","FieldOrLocalAssignment","maps","Current.Game.Maps","List<Map> maps = Current.Game.Maps;"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","169","NumericLiteral","","0","for (int i = 0; i < maps.Count; i++)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","171","FieldOrLocalAssignment","manager","maps[i].passingShipManager","PassingShipManager manager = maps[i].passingShipManager;"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","172","NumericLiteral","","1","for (int j = manager.passingShips.Count - 1; j >= 0; j--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","172","NumericLiteral","","0","for (int j = manager.passingShips.Count - 1; j >= 0; j--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","184","FieldOrLocalAssignment","worldObjects","Find.WorldObjects.AllWorldObjects","List<WorldObject> worldObjects = Find.WorldObjects.AllWorldObjects;"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","185","NumericLiteral","","0","for (int i = 0; i < worldObjects.Count; i++)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","203","FieldOrLocalAssignment","worn","pawn.apparel.WornApparel.Where(app => FilterThing(app)).ToList()","List<Apparel> worn = pawn.apparel.WornApparel.Where(app => FilterThing(app)).ToList();"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","204","NumericLiteral","","0","for (int i = 0; i < worn.Count; i++)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","206","FieldOrLocalAssignment","apparel","worn[i]","Apparel apparel = worn[i];"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","233","FieldOrLocalAssignment","things","new List<Thing>()","List<Thing> things = new List<Thing>();"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","234","NumericLiteral","","0","for (int i = 0; i < thingOwner.Count; i++)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","239","NumericLiteral","","1","for (int i = things.Count - 1; i >= 0; i--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","239","NumericLiteral","","0","for (int i = things.Count - 1; i >= 0; i--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","241","FieldOrLocalAssignment","thing","things[i]","Thing thing = things[i];"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","304","NumericLiteral","","1","for (int i = outThings.Count - 1; i >= 0; i--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","304","NumericLiteral","","0","for (int i = outThings.Count - 1; i >= 0; i--)"
"1.6\Source\WRace\bondageclothes束具的编程\AdultContentControl.cs","306","FieldOrLocalAssignment","thing","outThings[i]","Thing thing = outThings[i];"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","17","FieldOrLocalAssignment","cycleInterval","new IntRange(15000, 55000)","public IntRange cycleInterval = new IntRange(15000, 55000);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","17","NumericLiteral","","15000","public IntRange cycleInterval = new IntRange(15000, 55000);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","17","NumericLiteral","","55000","public IntRange cycleInterval = new IntRange(15000, 55000);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","18","FieldOrLocalAssignment","bindDurationTicks","new IntRange(10000, 20000)","public IntRange bindDurationTicks = new IntRange(10000, 20000);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","18","NumericLiteral","","10000","public IntRange bindDurationTicks = new IntRange(10000, 20000);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","18","NumericLiteral","","20000","public IntRange bindDurationTicks = new IntRange(10000, 20000);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","20","FieldOrLocalAssignment","bindHediffs","new List<BindHediffEntry>()","public List<BindHediffEntry> bindHediffs = new List<BindHediffEntry>();"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","28","FieldOrLocalAssignment","useCooldownTicks","600","public int useCooldownTicks = 600;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","28","NumericLiteral","","600","public int useCooldownTicks = 600;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","30","FieldOrLocalAssignment","activateLabel","""激活镣铐""","public string activateLabel = ""激活镣铐"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","31","FieldOrLocalAssignment","activateDesc","""启动磁力镣铐，束缚目标。""","public string activateDesc = ""启动磁力镣铐，束缚目标。"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","32","FieldOrLocalAssignment","activateIconPath","""UI/Commands/DesirePower""","public string activateIconPath = ""UI/Commands/DesirePower"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","34","FieldOrLocalAssignment","deactivateLabel","""解除镣铐""","public string deactivateLabel = ""解除镣铐"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","35","FieldOrLocalAssignment","deactivateDesc","""解除磁力镣铐。""","public string deactivateDesc = ""解除磁力镣铐。"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","36","FieldOrLocalAssignment","deactivateIconPath","""UI/Commands/DesirePower""","public string deactivateIconPath = ""UI/Commands/DesirePower"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","38","FieldOrLocalAssignment","labelWhenActive","""磁力镣铐（激活）""","public string labelWhenActive = ""磁力镣铐（激活）"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","39","FieldOrLocalAssignment","labelWhenInactive","""磁力镣铐（未激活）""","public string labelWhenInactive = ""磁力镣铐（未激活）"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","41","FieldOrLocalAssignment","moteTextOn","""磁力手铐启动!""","public string moteTextOn = ""磁力手铐启动!"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","42","FieldOrLocalAssignment","moteTextOff","""磁力手铐解除!""","public string moteTextOff = ""磁力手铐解除!"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","43","FieldOrLocalAssignment","messageOn","""{0} 的磁力手铐突然启动了""","public string messageOn = ""{0} 的磁力手铐突然启动了"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","43","NumericLiteral","","0","public string messageOn = ""{0} 的磁力手铐突然启动了"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","44","FieldOrLocalAssignment","messageOff","""{0} 的磁力手铐被解除""","public string messageOff = ""{0} 的磁力手铐被解除"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","44","NumericLiteral","","0","public string messageOff = ""{0} 的磁力手铐被解除"";"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","46","FieldOrLocalAssignment","boundBodyPartGroupDefs","new List<BodyPartGroupDef>()","public List<BodyPartGroupDef> boundBodyPartGroupDefs = new List<BodyPartGroupDef>();"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","48","FieldOrLocalAssignment","activateSoundDefName","null","public string activateSoundDefName = null;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","53","FieldOrLocalAssignment","tickCounter","0","private int tickCounter = 0;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","53","NumericLiteral","","0","private int tickCounter = 0;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","54","FieldOrLocalAssignment","lastManualUseTick","-999999","private int lastManualUseTick = -999999;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","54","NumericLiteral","","-999999","private int lastManualUseTick = -999999;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","55","FieldOrLocalAssignment","isActive","false","private bool isActive = false;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","59","FieldOrLocalAssignment","nextStateTick","-1","private int nextStateTick = -1; // 自动循环下一次状态时间"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","59","NumericLiteral","","-1","private int nextStateTick = -1; // 自动循环下一次状态时间"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","61","FieldOrLocalAssignment","Wearer","> parent.ParentHolder is Pawn_ApparelTracker tracker ? tracker.pawn : null","public Pawn Wearer => parent.ParentHolder is Pawn_ApparelTracker tracker ? tracker.pawn : null;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","62","FieldOrLocalAssignment","Props","> (CompProperties_MagneticShackles)props","public CompProperties_MagneticShackles Props => (CompProperties_MagneticShackles)props;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","63","FieldOrLocalAssignment","IsActive","> isActive","public bool IsActive => isActive;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","70","NumericLiteral","","-1","nextStateTick = -1;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","76","FieldOrLocalAssignment","pawn","Wearer","Pawn pawn = Wearer;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","85","NumericLiteral","","-1","nextStateTick = -1; // 重置计时器，确保不会自动激活"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","90","FieldOrLocalAssignment","currentTick","Find.TickManager.TicksGame","int currentTick = Find.TickManager.TicksGame;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","91","NumericLiteral","","0","if (nextStateTick < 0)"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","117","NumericLiteral","","0","tickCounter = 0;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","120","NumericLiteral","","-1","nextStateTick = -1;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","141","NumericLiteral","","0","if (entry.bodyPartDefs != null && entry.bodyPartDefs.Count > 0)"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","147","FieldOrLocalAssignment","parts","Wearer.RaceProps.body.AllParts.Where(p => p.def == bodyPartDef)","var parts = Wearer.RaceProps.body.AllParts.Where(p => p.def == bodyPartDef);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","152","FieldOrLocalAssignment","hd","HediffMaker.MakeHediff(entry.hediffDef, Wearer, part)","var hd = HediffMaker.MakeHediff(entry.hediffDef, Wearer, part);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","163","FieldOrLocalAssignment","hd","HediffMaker.MakeHediff(entry.hediffDef, Wearer, null)","var hd = HediffMaker.MakeHediff(entry.hediffDef, Wearer, null);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","171","FieldOrLocalAssignment","soundDef","DefDatabase<SoundDef>.GetNamedSilentFail(Props.activateSoundDefName)","var soundDef = DefDatabase<SoundDef>.GetNamedSilentFail(Props.activateSoundDefName);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","176","MessageOrLog","","","MoteMaker.ThrowText(Wearer.DrawPos, Wearer.Map, Props.moteTextOn, Color.cyan);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","177","MessageOrLog","","","Messages.Message(string.Format(Props.messageOn, Wearer.LabelShortCap), Wearer, MessageTypeDefOf.NegativeEvent);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","192","FieldOrLocalAssignment","hediffsToRemove","new List<Hediff>()","List<Hediff> hediffsToRemove = new List<Hediff>();"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","194","NumericLiteral","","0","if (entry.bodyPartDefs == null || entry.bodyPartDefs.Count == 0)"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","216","MessageOrLog","","","MoteMaker.ThrowText(Wearer.DrawPos, Wearer.Map, Props.moteTextOff, Color.green);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","217","MessageOrLog","","","Messages.Message(string.Format(Props.messageOff, Wearer.LabelShortCap), Wearer, MessageTypeDefOf.PositiveEvent);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","223","NumericLiteral","","0","if (!IsActive || Props.boundBodyPartGroupDefs == null || Props.boundBodyPartGroupDefs.Count == 0)"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","240","FieldOrLocalAssignment","currentTick","Find.TickManager.TicksGame","int currentTick = Find.TickManager.TicksGame;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","241","FieldOrLocalAssignment","cdLeft","(lastManualUseTick + Props.useCooldownTicks) - currentTick","int cdLeft = (lastManualUseTick + Props.useCooldownTicks) - currentTick;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","242","FieldOrLocalAssignment","canUse","cdLeft <= 0","bool canUse = cdLeft <= 0;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","242","NumericLiteral","","0","bool canUse = cdLeft <= 0;"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","243","FieldOrLocalAssignment","cooldownPercent","Mathf.InverseLerp(Props.useCooldownTicks, 0f, cdLeft)","float cooldownPercent = Mathf.InverseLerp(Props.useCooldownTicks, 0f, cdLeft);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","243","NumericLiteral","","0f","float cooldownPercent = Mathf.InverseLerp(Props.useCooldownTicks, 0f, cdLeft);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","250","TranslateKey","","MooGirl.MagneticShackles.CooldownTicksLeft","defaultDesc = canUse ? Props.activateDesc : ((string)""MooGirl.MagneticShackles.CooldownTicksLeft"".Translate(cdLeft)),"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","285","ScribeDefault","tickCounter","0","Scribe_Values.Look(ref tickCounter, ""tickCounter"", 0);"
"1.6\Source\WRace\bondageclothes束具的编程\comp\磁力镣铐CompProperties_MagneticShackles.cs","285","NumericLiteral","","0","Scribe_Values.Look(ref tickCounter, ""tickCounter"", 0);"
